,Unnamed: 0,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,id
74151,74151.0,Male,Loyal Customer,31.0,Business travel,Business,2585.0,5.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,3.0,10.0,0.0,satisfied,75381
72883,72883.0,Female,Loyal Customer,52.0,Business travel,Eco,1046.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,138.0,130.0,satisfied,37101
38154,38154.0,Female,Loyal Customer,30.0,Business travel,Business,397.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,9.0,14.0,satisfied,44939
103821,103821.0,Female,Loyal Customer,41.0,Business travel,Business,2611.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,4.0,11.0,9.0,neutral or dissatisfied,70595
50189,50189.0,Female,Loyal Customer,36.0,Personal Travel,Eco,1849.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,10.0,neutral or dissatisfied,128187
71830,71830.0,Male,Loyal Customer,26.0,Business travel,Business,2465.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,4.0,0.0,0.0,satisfied,38530
37107,37107.0,Male,Loyal Customer,24.0,Personal Travel,Eco,2153.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,5.0,2.0,0.0,0.0,neutral or dissatisfied,124069
71211,71211.0,Female,Loyal Customer,57.0,Business travel,Business,1947.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,satisfied,89061
81098,81098.0,Female,disloyal Customer,46.0,Business travel,Business,1348.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,satisfied,71838
94011,94011.0,Female,Loyal Customer,32.0,Personal Travel,Eco,592.0,3.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,5.0,63.0,65.0,neutral or dissatisfied,67451
34712,34712.0,Male,Loyal Customer,16.0,Personal Travel,Eco,296.0,1.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,5.0,2.0,0.0,0.0,neutral or dissatisfied,6437
84402,84402.0,Female,Loyal Customer,60.0,Business travel,Business,3335.0,1.0,5.0,5.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,neutral or dissatisfied,24620
22089,22089.0,Female,Loyal Customer,59.0,Business travel,Business,2827.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,303.0,315.0,neutral or dissatisfied,3689
47381,47381.0,Female,disloyal Customer,23.0,Business travel,Eco Plus,2327.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,315.0,346.0,neutral or dissatisfied,53092
26817,26817.0,Male,Loyal Customer,58.0,Business travel,Business,3033.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,19.0,27.0,satisfied,110731
22982,22982.0,Male,Loyal Customer,46.0,Business travel,Business,369.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,satisfied,104553
66957,66957.0,Male,Loyal Customer,39.0,Business travel,Business,1956.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,0.0,satisfied,57678
88818,88818.0,Male,Loyal Customer,43.0,Business travel,Business,1052.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,30.0,28.0,satisfied,100228
52354,52354.0,Female,Loyal Customer,40.0,Business travel,Business,3799.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,satisfied,68736
66273,66273.0,Male,Loyal Customer,58.0,Business travel,Business,1925.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,satisfied,2252
81733,81733.0,Female,Loyal Customer,10.0,Personal Travel,Eco,1372.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,0.0,2.0,neutral or dissatisfied,69733
14532,14532.0,Female,Loyal Customer,54.0,Business travel,Business,342.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,satisfied,114825
79888,79888.0,Female,Loyal Customer,39.0,Business travel,Business,3974.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,satisfied,2116
74210,74210.0,Male,Loyal Customer,54.0,Business travel,Business,1829.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,satisfied,75208
28025,28025.0,Male,Loyal Customer,58.0,Business travel,Business,2286.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,36.0,25.0,neutral or dissatisfied,66121
4302,4302.0,Female,Loyal Customer,44.0,Business travel,Eco,737.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,48.0,42.0,satisfied,47107
35089,35089.0,Male,Loyal Customer,13.0,Personal Travel,Eco,2419.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,3.0,1.0,18.0,0.0,neutral or dissatisfied,53516
25899,25899.0,Male,disloyal Customer,39.0,Business travel,Eco,181.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,0.0,0.0,satisfied,90946
66014,66014.0,Male,disloyal Customer,25.0,Business travel,Eco,949.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,81916
25622,25622.0,Male,Loyal Customer,58.0,Business travel,Eco,530.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,1.0,84.0,78.0,neutral or dissatisfied,8146
19936,19936.0,Female,Loyal Customer,35.0,Business travel,Eco,1050.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,,2.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,satisfied,99658
25227,25227.0,Male,Loyal Customer,57.0,Business travel,Business,438.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,35.0,51.0,satisfied,6679
94098,94098.0,Female,Loyal Customer,10.0,Personal Travel,Eco,337.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,30.0,37.0,neutral or dissatisfied,116064
87996,87996.0,Male,Loyal Customer,59.0,Personal Travel,Eco,371.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,0.0,0.0,neutral or dissatisfied,14106
75000,75000.0,Female,Loyal Customer,56.0,Business travel,Business,3143.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,19.0,20.0,satisfied,82220
21935,21935.0,Female,Loyal Customer,44.0,Business travel,Business,460.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,satisfied,102977
29545,29545.0,Male,Loyal Customer,49.0,Personal Travel,Eco,397.0,3.0,1.0,3.0,1.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,46.0,32.0,neutral or dissatisfied,113729
86530,86530.0,Male,Loyal Customer,42.0,Business travel,Business,2276.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,10.0,0.0,satisfied,126677
25632,25632.0,Male,Loyal Customer,31.0,Business travel,Eco Plus,374.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,109.0,109.0,neutral or dissatisfied,41634
20466,20466.0,Female,Loyal Customer,51.0,Business travel,Eco,1060.0,5.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,3.0,satisfied,93226
79369,79369.0,Female,Loyal Customer,44.0,Personal Travel,Eco,190.0,1.0,4.0,1.0,3.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,3.0,5.0,4.0,1.0,0.0,neutral or dissatisfied,65121
18819,18819.0,Female,Loyal Customer,67.0,Personal Travel,Eco,574.0,1.0,5.0,1.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,30.0,38.0,neutral or dissatisfied,40864
66537,66537.0,Male,Loyal Customer,43.0,Business travel,Eco,197.0,3.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,0.0,0.0,neutral or dissatisfied,113551
83360,83360.0,Female,Loyal Customer,45.0,Personal Travel,Eco,349.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,17.0,neutral or dissatisfied,104187
36507,36507.0,Male,Loyal Customer,33.0,Business travel,Business,2486.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,38.0,neutral or dissatisfied,62688
50719,50719.0,Female,disloyal Customer,45.0,Business travel,Business,1180.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,7.0,0.0,neutral or dissatisfied,104940
9091,9091.0,Male,Loyal Customer,33.0,Personal Travel,,1009.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,5.0,3.0,5.0,1.0,0.0,0.0,neutral or dissatisfied,121325
45214,45214.0,Female,Loyal Customer,27.0,Personal Travel,Eco Plus,829.0,2.0,5.0,2.0,5.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,1.0,0.0,neutral or dissatisfied,110706
100640,100640.0,Female,Loyal Customer,67.0,Personal Travel,Eco,950.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,neutral or dissatisfied,35493
103802,103802.0,Male,Loyal Customer,60.0,Personal Travel,Eco,395.0,2.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,23.0,12.0,neutral or dissatisfied,107065
40511,40511.0,Female,Loyal Customer,36.0,Business travel,Business,3657.0,2.0,3.0,5.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,32.0,28.0,neutral or dissatisfied,72481
48459,48459.0,Male,Loyal Customer,54.0,Business travel,Business,1488.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,6.0,satisfied,127993
27078,27078.0,Female,Loyal Customer,42.0,Business travel,Business,332.0,3.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,satisfied,77954
41392,41392.0,Male,Loyal Customer,29.0,Business travel,Business,2615.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,12.0,7.0,satisfied,84755
43346,43346.0,Female,Loyal Customer,29.0,Personal Travel,Business,1500.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,0.0,0.0,neutral or dissatisfied,106254
37630,37630.0,Female,Loyal Customer,51.0,Business travel,Business,224.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,12.0,0.0,satisfied,64637
43649,43649.0,Female,Loyal Customer,49.0,Business travel,Business,1744.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,satisfied,71797
60156,60156.0,Female,Loyal Customer,30.0,Business travel,Business,1843.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,0.0,0.0,satisfied,84342
90152,90152.0,Female,Loyal Customer,54.0,Business travel,Business,361.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,5.0,satisfied,122663
94594,94594.0,Female,Loyal Customer,45.0,Personal Travel,Eco,145.0,3.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,2.0,12.0,23.0,neutral or dissatisfied,22438
43661,43661.0,Female,Loyal Customer,43.0,Business travel,Business,2882.0,0.0,,0.0,2.0,2.0,1.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,6.0,0.0,satisfied,20968
12367,12367.0,Male,Loyal Customer,51.0,Business travel,Eco,417.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,28.0,20.0,neutral or dissatisfied,115216
93131,93131.0,Male,Loyal Customer,52.0,Business travel,Eco,1068.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,0.0,0.0,neutral or dissatisfied,59942
36939,36939.0,Male,Loyal Customer,36.0,Personal Travel,Eco,489.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,0.0,3.0,satisfied,43710
98089,98089.0,Female,Loyal Customer,61.0,Personal Travel,Eco,597.0,3.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,19.0,7.0,neutral or dissatisfied,75916
37565,37565.0,Female,Loyal Customer,18.0,Personal Travel,Eco,358.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,3.0,4.0,1.0,20.0,1.0,neutral or dissatisfied,115985
34751,34751.0,Female,Loyal Customer,17.0,Business travel,Business,1737.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,26.0,21.0,neutral or dissatisfied,77383
98513,98513.0,Female,Loyal Customer,56.0,Business travel,Business,3591.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,satisfied,43189
13800,13800.0,Female,disloyal Customer,24.0,Business travel,Eco Plus,547.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,neutral or dissatisfied,24512
31280,31280.0,Female,Loyal Customer,39.0,Personal Travel,Eco,342.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,0.0,0.0,neutral or dissatisfied,116120
800,800.0,Male,Loyal Customer,44.0,Personal Travel,Eco,528.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,3.0,1.0,20.0,8.0,neutral or dissatisfied,15954
13875,13875.0,Female,disloyal Customer,23.0,Business travel,Eco,1541.0,5.0,5.0,5.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,4.0,2.0,5.0,1.0,36.0,26.0,satisfied,31439
21894,21894.0,Female,Loyal Customer,60.0,Business travel,Business,2725.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,14.0,neutral or dissatisfied,69307
99288,99288.0,Male,Loyal Customer,60.0,Business travel,Business,587.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,2.0,satisfied,97730
66826,66826.0,Male,Loyal Customer,21.0,Personal Travel,Eco Plus,1235.0,1.0,1.0,0.0,3.0,4.0,0.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,0.0,0.0,neutral or dissatisfied,74819
7290,7290.0,Female,Loyal Customer,38.0,Personal Travel,Eco,1124.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,81538
98445,98445.0,Male,Loyal Customer,47.0,Business travel,Eco,2586.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,,2.0,2.0,0.0,0.0,neutral or dissatisfied,128821
86163,86163.0,Female,Loyal Customer,60.0,Business travel,Business,2777.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,57.0,58.0,satisfied,100200
10104,10104.0,Male,Loyal Customer,61.0,Personal Travel,Eco,192.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,13958
86153,86153.0,Male,Loyal Customer,54.0,Business travel,Business,1897.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,satisfied,76565
102554,102554.0,Male,disloyal Customer,38.0,Business travel,Eco,979.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,158.0,147.0,neutral or dissatisfied,61734
85642,85642.0,Female,Loyal Customer,48.0,Business travel,Eco Plus,216.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,0.0,0.0,satisfied,33233
44196,44196.0,Male,Loyal Customer,52.0,Personal Travel,Eco,2342.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,5.0,4.0,3.0,3.0,1.0,0.0,0.0,neutral or dissatisfied,75467
23520,23520.0,Male,Loyal Customer,69.0,Personal Travel,Eco,1023.0,3.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,1.0,1.0,5.0,2.0,0.0,0.0,neutral or dissatisfied,60032
77832,77832.0,Female,Loyal Customer,55.0,Business travel,Business,2086.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,satisfied,128384
91293,91293.0,Female,Loyal Customer,50.0,Business travel,Business,1710.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,0.0,2.0,satisfied,82566
18278,18278.0,Male,Loyal Customer,35.0,Business travel,Business,3498.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,satisfied,56749
80982,80982.0,Female,Loyal Customer,21.0,Business travel,Business,745.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,0.0,0.0,satisfied,107090
8327,8327.0,Male,disloyal Customer,25.0,Business travel,Eco,308.0,2.0,0.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,0.0,0.0,neutral or dissatisfied,49248
95870,95870.0,Female,Loyal Customer,45.0,Business travel,Business,510.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,satisfied,7463
25379,25379.0,Female,Loyal Customer,65.0,Business travel,Business,2216.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,neutral or dissatisfied,84370
8610,8610.0,Female,disloyal Customer,26.0,Business travel,Eco,402.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,2.0,0.0,0.0,neutral or dissatisfied,8011
102300,102300.0,Female,disloyal Customer,46.0,Business travel,Business,1185.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,7.0,0.0,satisfied,91874
76637,76637.0,Male,Loyal Customer,36.0,Business travel,Business,2166.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,neutral or dissatisfied,79055
91756,91756.0,Female,Loyal Customer,22.0,Personal Travel,Eco,986.0,1.0,5.0,1.0,4.0,3.0,1.0,,3.0,3.0,4.0,5.0,4.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,66369
54355,54355.0,Male,Loyal Customer,57.0,Personal Travel,Eco,992.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,0.0,0.0,neutral or dissatisfied,109573
47877,47877.0,Female,disloyal Customer,50.0,Business travel,Eco,458.0,3.0,0.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,neutral or dissatisfied,94885
51857,51857.0,Female,disloyal Customer,22.0,Business travel,Eco,1180.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,13.0,0.0,neutral or dissatisfied,38285
70041,70041.0,Female,disloyal Customer,27.0,Business travel,Eco,912.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,0.0,4.0,neutral or dissatisfied,15131
4104,4104.0,Male,Loyal Customer,36.0,Business travel,Eco Plus,366.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,2.0,5.0,0.0,0.0,satisfied,120509
94610,94610.0,Female,Loyal Customer,56.0,Business travel,Business,711.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,0.0,0.0,satisfied,107473
74033,74033.0,Male,disloyal Customer,37.0,Business travel,Eco,332.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,0.0,0.0,neutral or dissatisfied,78028
73292,,Male,Loyal Customer,38.0,Personal Travel,Eco,1290.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,21.0,54.0,neutral or dissatisfied,60593
88408,88408.0,Male,Loyal Customer,33.0,Business travel,Business,1921.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0,neutral or dissatisfied,70267
40675,40675.0,Female,Loyal Customer,48.0,Personal Travel,Eco Plus,501.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,0.0,0.0,neutral or dissatisfied,47569
88471,88471.0,Female,Loyal Customer,58.0,Business travel,Business,3332.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,14.0,satisfied,96016
26711,26711.0,Female,disloyal Customer,46.0,Business travel,Business,1276.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,4.0,1.0,348.0,329.0,satisfied,82071
65993,65993.0,Male,Loyal Customer,39.0,Personal Travel,Eco,2248.0,2.0,5.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,3.0,4.0,4.0,4.0,19.0,59.0,neutral or dissatisfied,34880
58672,58672.0,Female,Loyal Customer,62.0,Business travel,Eco,728.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,12.0,neutral or dissatisfied,124913
60351,60351.0,Female,Loyal Customer,57.0,Business travel,Business,1416.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,2.0,satisfied,89838
30527,30527.0,Male,Loyal Customer,44.0,Business travel,Business,2959.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,34.0,20.0,satisfied,104448
81102,81102.0,Male,Loyal Customer,22.0,Personal Travel,Eco,130.0,4.0,5.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,5.0,4.0,1.0,0.0,4.0,satisfied,122111
70411,70411.0,Female,Loyal Customer,41.0,Business travel,Business,2849.0,0.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,0.0,0.0,satisfied,15765
3062,3062.0,Female,Loyal Customer,55.0,Business travel,Eco,1979.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,7.0,15.0,neutral or dissatisfied,83245
83126,83126.0,Male,disloyal Customer,23.0,Business travel,Eco,529.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,5.0,3.0,0.0,0.0,neutral or dissatisfied,124118
21808,21808.0,Female,disloyal Customer,30.0,Business travel,Business,1522.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,0.0,0.0,neutral or dissatisfied,92024
5641,5641.0,Male,Loyal Customer,18.0,Personal Travel,Eco,644.0,2.0,5.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,24.0,33.0,neutral or dissatisfied,126554
36846,36846.0,Female,Loyal Customer,67.0,Personal Travel,Eco,888.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,2.0,5.0,2.0,0.0,0.0,neutral or dissatisfied,4213
91463,91463.0,Female,Loyal Customer,49.0,Business travel,Eco Plus,674.0,2.0,2.0,,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,0.0,0.0,satisfied,23348
67945,67945.0,Female,Loyal Customer,40.0,Personal Travel,Eco,780.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,1.0,3.0,2.0,0.0,0.0,neutral or dissatisfied,16031
30068,30068.0,Female,Loyal Customer,64.0,Personal Travel,Eco,867.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,0.0,0.0,neutral or dissatisfied,70507
45015,45015.0,Male,Loyal Customer,69.0,Business travel,Business,3929.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,,14.0,satisfied,68541
14228,14228.0,Female,Loyal Customer,49.0,Business travel,Business,1684.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,48.0,54.0,satisfied,43008
