Customer,State,Response,Coverage,Education,Effective To Date,Gender,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,EmploymentStatus,Income
ZT53375,California,No,Basic,Bachelor,1/7/2011,M,Urban,Single,68.0,16.0,1.0,0.0,7.0,Personal Auto,Personal L2,Offer1,Branch,257.708912,Two-Door Car,Medsize,Employed,87777
LB35863,California,No,Basic,Bachelor,1/16/2011,F,Suburban,Single,103.0,1.0,51.0,0.0,3.0,Personal Auto,Personal L1,Offer2,Agent,494.4,SUV,Small,Unemployed,0
JL95389,California,No,Basic,Bachelor,1/2/2011,F,Suburban,Married,194.0,26.0,80.0,0.0,7.0,Corporate Auto,Corporate L3,Offer1,Agent,1121.633645,Luxury Car,Medsize,Employed,62922
MF30956,California,No,Basic,College,1/6/2011,M,Rural,Married,112.0,16.0,70.0,0.0,8.0,Corporate Auto,Corporate L2,Offer1,Web,270.227547,SUV,Medsize,Employed,83761
FD36230,California,No,Basic,High School or Below,2/13/2011,F,Rural,Married,72.0,25.0,21.0,3.0,2.0,Personal Auto,Personal L2,Offer2,Agent,43.419028,Four-Door Car,Medsize,Employed,50801
OE75629,California,No,Basic,College,1/29/2011,M,Suburban,Divorced,71.0,26.0,62.0,1.0,1.0,Corporate Auto,Corporate L3,Offer1,Web,340.8,Four-Door Car,Medsize,Employed,48675
VV97308,California,No,Basic,High School or Below,1/26/2011,M,Suburban,Married,63.0,23.0,41.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Agent,302.4,Four-Door Car,Medsize,Employed,55916
LU17507,California,No,Basic,Bachelor,1/27/2011,F,Suburban,Married,180.0,11.0,65.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,864.0,Luxury SUV,Medsize,Unemployed,0
TW11115,California,No,Basic,High School or Below,1/24/2011,F,Urban,Married,65.0,20.0,23.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,296.852419,Two-Door Car,Large,Employed,30064
ND42562,California,No,Extended,High School or Below,1/25/2011,M,Suburban,Single,127.0,29.0,25.0,0.0,4.0,Personal Auto,Personal L3,Offer2,Call Center,1176.285998,Sports Car,Large,Unemployed,0
FZ29605,California,No,Basic,College,2/21/2011,M,Suburban,Single,67.0,4.0,99.0,0.0,1.0,Corporate Auto,Corporate L1,Offer3,Web,482.4,Four-Door Car,Small,Unemployed,0
SC30127,California,No,Extended,Doctor,1/7/2011,F,Suburban,Divorced,82.0,18.0,18.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,548.064933,Two-Door Car,Medsize,Medical Leave,12081
HI26883,California,No,Extended,Bachelor,1/21/2011,M,Suburban,Single,95.0,11.0,23.0,0.0,5.0,Personal Auto,Personal L2,Offer1,Branch,684.0,Two-Door Car,Medsize,Unemployed,0
EW15755,California,No,Extended,Master,1/8/2011,F,Rural,Married,122.0,8.0,53.0,0.0,8.0,Personal Auto,Personal L1,Offer1,Agent,96.00936,SUV,Medsize,Employed,62326
GH48839,California,Yes,Basic,College,1/3/2011,M,Suburban,Divorced,66.0,13.0,43.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Web,316.8,Four-Door Car,Medsize,Retired,25251
IX46908,California,No,Basic,College,2/28/2011,F,Suburban,Married,71.0,15.0,98.0,0.0,3.0,Corporate Auto,Corporate L2,Offer2,Branch,340.8,Four-Door Car,Large,Medical Leave,21289
OO89057,California,No,Extended,Master,2/17/2011,F,Rural,Married,99.0,7.0,55.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,5.661684,Four-Door Car,Medsize,Employed,54054
LX95134,California,No,Extended,College,2/1/2011,F,Suburban,Married,90.0,25.0,60.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Call Center,512.816507,Four-Door Car,Medsize,Employed,84814
CX89767,California,No,Basic,High School or Below,1/17/2011,F,Urban,Married,61.0,9.0,73.0,4.0,3.0,Personal Auto,Personal L2,Offer2,Call Center,197.074966,Four-Door Car,Large,Employed,46097
DI45039,California,No,Basic,College,1/3/2011,F,Rural,Married,69.0,19.0,95.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Web,48.956424,Two-Door Car,Medsize,Employed,58705
AI14767,California,No,Basic,High School or Below,2/19/2011,F,Suburban,Married,114.0,13.0,57.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Call Center,547.2,SUV,Small,Employed,37455
OJ38536,California,No,Basic,Doctor,1/13/2011,F,Suburban,Married,112.0,2.0,51.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,537.6,SUV,Medsize,Employed,62010
TI90592,California,No,Extended,College,1/21/2011,M,Urban,Married,93.0,3.0,36.0,0.0,3.0,Corporate Auto,Corporate L1,Offer1,Agent,240.818954,Four-Door Car,Medsize,Employed,61568
UN63889,California,No,Basic,Bachelor,2/12/2011,M,Urban,Divorced,66.0,11.0,15.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Call Center,235.174197,Two-Door Car,Medsize,Employed,90443
FZ94690,California,No,Extended,High School or Below,1/15/2011,M,Suburban,Divorced,84.0,8.0,23.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,1008.03551,Four-Door Car,Small,Employed,24743
TL60066,California,Yes,Basic,High School or Below,1/29/2011,F,Suburban,Divorced,65.0,16.0,93.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,572.072106,Four-Door Car,Medsize,Retired,22283
OL61964,California,No,Basic,Bachelor,2/16/2011,M,Urban,Married,65.0,21.0,61.0,0.0,6.0,Corporate Auto,Corporate L3,Offer1,Agent,176.735323,Four-Door Car,Medsize,Employed,74627
DN77617,California,No,Basic,College,1/18/2011,F,Rural,Married,74.0,8.0,18.0,0.0,3.0,Corporate Auto,Corporate L2,Offer4,Branch,97.723235,Four-Door Car,,Employed,47306
BV12771,California,No,Basic,College,2/27/2011,M,Suburban,Married,112.0,23.0,20.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Branch,537.6,SUV,Medsize,Unemployed,0
NA14154,California,No,Basic,Bachelor,1/24/2011,M,Urban,Married,64.0,14.0,92.0,0.0,4.0,Corporate Auto,Corporate L3,Offer2,Call Center,218.491318,Two-Door Car,Medsize,Employed,59292
ZO54248,California,No,Extended,High School or Below,1/17/2011,F,Rural,Married,77.0,13.0,19.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,43.959921,Four-Door Car,Medsize,Employed,23970
CW13886,California,No,Basic,College,1/26/2011,M,Urban,Married,72.0,8.0,5.0,1.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,223.728018,Four-Door Car,Medsize,Employed,48428
TT63451,California,No,,High School or Below,1/2/2011,F,Suburban,Married,74.0,24.0,60.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,355.2,Four-Door Car,Medsize,Employed,44342
OW54561,California,No,Basic,College,2/21/2011,M,Suburban,Single,103.0,30.0,13.0,2.0,1.0,Personal Auto,Personal L3,Offer3,Web,741.6,Sports Car,Small,Unemployed,0
EE34821,California,No,Basic,Bachelor,2/17/2011,F,Suburban,Single,74.0,6.0,92.0,0.0,2.0,Corporate Auto,Corporate L1,Offer1,Web,355.2,Two-Door Car,Large,Unemployed,0
ZB85648,California,No,Extended,College,1/22/2011,F,Urban,Single,85.0,10.0,38.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Web,329.423177,Two-Door Car,Medsize,Employed,67117
IE57921,California,Yes,Extended,Bachelor,1/10/2011,F,Suburban,Married,124.0,28.0,49.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,839.348464,SUV,Small,Medical Leave,13037
OY47486,California,No,Basic,College,2/25/2011,M,Rural,Single,67.0,12.0,40.0,0.0,9.0,Personal Auto,Personal L1,Offer2,Call Center,151.495249,Two-Door Car,Medsize,Employed,71960
LV51815,California,No,Basic,High School or Below,2/11/2011,F,Urban,Married,74.0,14.0,45.0,1.0,1.0,Corporate Auto,Corporate L3,Offer1,Branch,227.797105,Four-Door Car,Medsize,Employed,73137
VU99672,California,No,Extended,College,2/4/2011,M,Urban,Married,96.0,10.0,77.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Branch,446.122702,Four-Door Car,Large,Unemployed,0
SN69015,California,No,Extended,College,1/4/2011,M,Suburban,Married,81.0,10.0,57.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Web,388.8,Four-Door Car,Medsize,Employed,23797
UO54843,California,No,Basic,Bachelor,2/13/2011,M,Rural,Married,67.0,16.0,66.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Web,130.143497,Four-Door Car,Medsize,Employed,70286
ES34753,California,No,Extended,Master,1/25/2011,F,Suburban,Married,132.0,17.0,31.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,633.6,SUV,Medsize,Disabled,12904
KE91683,California,No,Basic,High School or Below,2/2/2011,F,Rural,Married,103.0,7.0,12.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,40.839965,SUV,Medsize,Employed,42045
YU23754,California,No,Basic,Master,1/16/2011,F,Urban,Married,65.0,3.0,51.0,0.0,4.0,Personal Auto,Personal L3,Offer2,Branch,280.352767,Four-Door Car,Medsize,Employed,24948
AS77287,California,No,Basic,College,1/3/2011,M,Suburban,Single,107.0,20.0,60.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,954.688499,Sports Car,Medsize,Disabled,25452
PD36660,California,No,Basic,High School or Below,1/14/2011,F,Urban,Married,109.0,3.0,16.0,0.0,3.0,Corporate Auto,Corporate L1,Offer1,Agent,328.502498,Sports Car,Medsize,Employed,95850
BQ20851,California,No,Basic,Master,2/23/2011,M,Urban,Divorced,104.0,31.0,4.0,0.0,9.0,Personal Auto,Personal L3,Offer1,Agent,497.684017,SUV,Medsize,Employed,73556
PW91494,California,No,Basic,High School or Below,2/18/2011,F,Suburban,Married,64.0,25.0,96.0,1.0,2.0,Personal Auto,Personal L2,Offer2,Branch,307.2,Two-Door Car,Medsize,Unemployed,0
NZ83890,California,No,Basic,High School or Below,2/4/2011,F,Rural,Married,69.0,17.0,76.0,0.0,7.0,Personal Auto,Personal L1,Offer3,Branch,93.697638,Two-Door Car,Medsize,Unemployed,0
QV24282,California,No,Basic,Bachelor,1/20/2011,F,Urban,Single,69.0,19.0,60.0,0.0,5.0,Corporate Auto,Corporate L3,Offer1,Branch,242.133552,Four-Door Car,Medsize,Employed,43879
YF67162,California,No,Basic,High School or Below,1/28/2011,F,Suburban,Married,61.0,12.0,1.0,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Agent,292.8,Four-Door Car,Medsize,Employed,23941
YE20366,California,No,Basic,Bachelor,1/9/2011,M,Suburban,Single,65.0,16.0,4.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,402.778867,Four-Door Car,Medsize,Medical Leave,14390
PN77420,California,No,Basic,College,2/23/2011,M,Suburban,Single,70.0,21.0,52.0,0.0,9.0,,Corporate L3,Offer3,Agent,498.612632,Four-Door Car,Medsize,Employed,30039
CF26207,California,Yes,Basic,College,1/23/2011,M,Suburban,Married,63.0,32.0,19.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,Retired,26806
WH24638,California,No,Extended,College,2/28/2011,F,Urban,Married,90.0,4.0,65.0,0.0,4.0,Personal Auto,Personal L2,Offer3,Agent,250.959093,Four-Door Car,Medsize,Employed,24450
YQ16427,California,No,Basic,High School or Below,2/3/2011,F,Suburban,Married,64.0,26.0,17.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,360.217299,Four-Door Car,Large,Unemployed,0
AZ90068,California,No,Basic,College,2/26/2011,M,Suburban,Single,73.0,12.0,9.0,4.0,2.0,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,Medsize,Employed,89219
PL59209,California,No,Basic,College,1/16/2011,F,Suburban,Single,73.0,2.0,38.0,3.0,2.0,Corporate Auto,Corporate L1,Offer2,Agent,525.6,Four-Door Car,Medsize,Unemployed,0
VK93542,California,No,Basic,High School or Below,2/16/2011,M,Suburban,Single,109.0,4.0,33.0,0.0,8.0,Personal Auto,Personal L3,Offer3,Branch,784.8,SUV,Medsize,Unemployed,0
NE70589,California,No,Basic,College,1/20/2011,M,Suburban,Married,117.0,24.0,90.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,809.039071,SUV,Medsize,Disabled,29504
AT52647,California,No,Basic,High School or Below,2/22/2011,F,Suburban,Single,113.0,35.0,29.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Call Center,1305.275432,SUV,Medsize,Unemployed,0
CW38361,California,No,Basic,Bachelor,2/10/2011,M,Rural,Married,110.0,6.0,71.0,0.0,7.0,Corporate Auto,Corporate L3,Offer3,Call Center,223.905524,SUV,Small,Employed,61706
BZ92811,California,No,Premium,High School or Below,2/20/2011,F,Suburban,Married,148.0,15.0,10.0,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Call Center,840.231575,SUV,Medsize,Employed,88122
ON68006,California,No,Basic,Bachelor,1/16/2011,F,Suburban,Divorced,70.0,4.0,38.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,419.187114,Four-Door Car,Medsize,Employed,26129
VG58889,California,No,Basic,Bachelor,1/31/2011,F,Suburban,Married,66.0,9.0,3.0,0.0,5.0,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Two-Door Car,Large,Disabled,22350
MI42935,California,No,Extended,Bachelor,1/4/2011,F,Suburban,Single,83.0,0.0,12.0,0.0,7.0,Personal Auto,Personal L2,Offer3,Call Center,597.6,Four-Door Car,Medsize,Unemployed,0
OS21957,California,No,Basic,High School or Below,1/21/2011,F,Rural,Married,112.0,4.0,48.0,0.0,8.0,Personal Auto,Personal L2,Offer4,Call Center,168.901895,SUV,Small,Employed,26201
JG21385,California,No,Extended,Bachelor,2/25/2011,M,Suburban,Single,84.0,33.0,20.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Branch,604.8,Four-Door Car,Medsize,Unemployed,0
CT62892,California,No,Basic,Bachelor,1/10/2011,F,Suburban,Married,107.0,28.0,14.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,Small,Unemployed,0
IE97795,California,No,Extended,High School or Below,2/5/2011,M,Suburban,Married,87.0,0.0,4.0,0.0,5.0,Corporate Auto,Corporate L1,Offer3,Agent,485.01384,Four-Door Car,Small,Employed,39020
DM59629,California,No,Extended,Bachelor,2/8/2011,F,Suburban,Divorced,81.0,24.0,50.0,0.0,4.0,Personal Auto,Personal L3,Offer3,Agent,388.8,Two-Door Car,Small,Employed,47606
SH48087,California,No,Extended,College,1/29/2011,F,Suburban,Married,88.0,0.0,7.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medsize,Medical Leave,27231
WG93963,California,No,Extended,College,2/10/2011,F,Suburban,Divorced,218.0,23.0,99.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,1046.4,Luxury SUV,Small,Employed,39946
OQ88395,California,No,Basic,College,2/4/2011,M,Rural,Married,111.0,13.0,0.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,202.22495,SUV,Medsize,Employed,84300
XH46220,California,Yes,Extended,College,2/26/2011,F,Rural,Married,94.0,14.0,38.0,1.0,1.0,Corporate Auto,Corporate L2,Offer2,Call Center,19.575683,Two-Door Car,Large,Employed,41479
BK61065,California,Yes,Basic,Master,1/13/2011,M,Suburban,Married,68.0,31.0,30.0,1.0,3.0,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Small,Employed,56005
UD87700,California,No,Basic,High School or Below,2/10/2011,M,Suburban,Single,108.0,19.0,97.0,0.0,9.0,Corporate Auto,Corporate L3,Offer1,Agent,1260.456194,SUV,Large,Unemployed,0
CO19402,California,No,Basic,,1/9/2011,F,Rural,Married,109.0,1.0,62.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,74.934678,SUV,Medsize,Employed,99617
KJ29915,California,Yes,Basic,Bachelor,1/21/2011,F,Suburban,Married,66.0,15.0,66.0,0.0,8.0,Personal Auto,Personal L2,Offer1,Agent,456.702735,Two-Door Car,Medsize,Employed,28909
JX52708,California,No,Basic,Bachelor,2/14/2011,M,Suburban,Divorced,63.0,22.0,3.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Call Center,302.4,Two-Door Car,Medsize,Medical Leave,25617
OT42923,California,No,Basic,High School or Below,2/20/2011,M,Suburban,Single,70.0,32.0,68.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,336.0,Four-Door Car,Medsize,Employed,86788
DL34364,California,No,Extended,High School or Below,1/25/2011,M,Suburban,Married,77.0,15.0,12.0,0.0,1.0,Corporate Auto,Corporate L1,Offer3,Agent,369.6,Four-Door Car,Large,Disabled,28523
WX16610,California,No,Basic,Bachelor,2/20/2011,F,Urban,Married,72.0,27.0,34.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Branch,207.901654,Four-Door Car,Medsize,Employed,38492
NH76558,California,No,Basic,High School or Below,1/26/2011,F,Rural,Married,71.0,2.0,19.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Branch,107.325235,Two-Door Car,Medsize,Employed,97657
SQ14756,California,No,Basic,Master,1/29/2011,M,Suburban,Married,61.0,11.0,74.0,1.0,1.0,Personal Auto,Personal L1,Offer1,Branch,292.8,Four-Door Car,Medsize,Employed,49008
EP64069,California,No,Basic,Bachelor,1/8/2011,F,Urban,Married,64.0,2.0,66.0,0.0,9.0,Corporate Auto,Corporate L3,Offer3,Web,272.649844,Four-Door Car,Medsize,Employed,72264
IS63817,California,Yes,Extended,College,2/19/2011,M,Suburban,Married,76.0,15.0,60.0,1.0,4.0,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,Medsize,Employed,20396
UC83161,California,No,Premium,,1/4/2011,F,Rural,Married,152.0,14.0,98.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Web,136.217066,SUV,Medsize,Employed,60234
DL45122,California,No,Extended,Bachelor,2/17/2011,M,Suburban,Married,84.0,24.0,78.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,498.927007,Four-Door Car,Small,Employed,75556
KB90953,California,No,Extended,Bachelor,2/24/2011,F,Urban,Married,123.0,21.0,42.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,587.391029,Sports Car,Medsize,Employed,98710
EX72956,California,No,Basic,Bachelor,1/27/2011,F,Rural,Single,64.0,7.0,61.0,0.0,6.0,Personal Auto,Personal L2,Offer3,Branch,101.417253,Two-Door Car,Large,Employed,69461
,California,No,Basic,High School or Below,2/26/2011,M,Suburban,Single,68.0,35.0,98.0,2.0,9.0,Personal Auto,Personal L3,Offer1,Branch,489.6,Four-Door Car,Medsize,Unemployed,0
GW56797,California,No,Extended,High School or Below,2/6/2011,M,Suburban,Single,87.0,24.0,53.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,626.4,Four-Door Car,Medsize,Unemployed,0
QR57842,California,No,Extended,College,1/7/2011,F,Suburban,Married,129.0,2.0,31.0,0.0,7.0,Corporate Auto,Corporate L1,Offer4,Branch,825.416826,SUV,Medsize,Employed,73895
TB53616,California,Yes,Basic,High School or Below,2/18/2011,M,Suburban,Divorced,101.0,3.0,43.0,1.0,2.0,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,Medsize,Retired,20228
JN10602,California,No,Basic,Master,2/12/2011,F,Suburban,Divorced,67.0,12.0,44.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Large,Employed,81785
VI94769,California,Yes,Basic,Bachelor,1/29/2011,F,Suburban,Single,63.0,7.0,63.0,1.0,1.0,Personal Auto,,Offer1,Branch,347.857619,Four-Door Car,Medsize,Retired,24910
BQ60673,California,No,Basic,Bachelor,1/14/2011,M,Suburban,Married,66.0,13.0,7.0,0.0,6.0,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Two-Door Car,Small,Employed,32946
JK68578,California,No,Basic,High School or Below,2/6/2011,F,Rural,Married,189.0,30.0,91.0,0.0,7.0,Corporate Auto,Corporate L2,Offer1,Agent,134.836237,Luxury Car,Medsize,Employed,83868
OI39449,California,Yes,Basic,College,1/11/2011,F,Suburban,Married,107.0,3.0,65.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,513.6,SUV,Medsize,Unemployed,0
NJ29981,California,No,Extended,High School or Below,2/10/2011,M,Suburban,Married,124.0,1.0,43.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Branch,714.494746,SUV,Medsize,Unemployed,0
ZO16199,California,No,Basic,High School or Below,2/16/2011,F,Suburban,Married,69.0,13.0,28.0,0.0,9.0,Personal Auto,Personal L2,Offer1,Web,331.2,Four-Door Car,Small,Disabled,17099
HB12866,California,No,Extended,High School or Below,2/26/2011,F,Suburban,Single,206.0,7.0,82.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,1483.2,Luxury SUV,Large,Unemployed,0
DQ19344,California,No,Extended,College,2/24/2011,M,Rural,Married,79.0,14.0,26.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,181.538354,Four-Door Car,Medsize,Employed,33046
GH35369,California,Yes,Basic,College,2/11/2011,M,Suburban,Single,67.0,28.0,22.0,0.0,5.0,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,Retired,10621
QR26617,California,No,Basic,Bachelor,2/19/2011,M,Suburban,Married,63.0,23.0,72.0,0.0,9.0,Corporate Auto,Corporate L1,Offer2,Agent,302.4,Four-Door Car,Medsize,Employed,21498
QZ34525,California,No,Basic,Bachelor,2/21/2011,M,Suburban,Single,66.0,7.0,59.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,439.701118,Four-Door Car,Medsize,Unemployed,0
IU62399,California,No,Basic,Bachelor,2/25/2011,F,Urban,Married,74.0,24.0,82.0,1.0,3.0,Personal Auto,Personal L2,Offer1,Agent,192.186026,Four-Door Car,Medsize,Employed,36889
OH23893,California,No,Basic,Bachelor,2/15/2011,F,Rural,Married,114.0,19.0,45.0,0.0,6.0,Personal Auto,Personal L1,Offer1,Branch,173.080024,SUV,Medsize,Employed,69588
ZX83542,California,No,Basic,Master,2/16/2011,M,Urban,Married,69.0,26.0,23.0,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Call Center,308.651195,Four-Door Car,Large,Disabled,26585
CO16841,California,No,Basic,Bachelor,2/16/2011,F,Suburban,Single,101.0,34.0,53.0,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Web,727.2,SUV,Small,Unemployed,0
MV81355,California,Yes,Basic,High School or Below,1/10/2011,M,Suburban,Married,110.0,23.0,25.0,1.0,8.0,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize,Employed,99845
HU22390,California,Yes,Extended,College,1/7/2011,M,Rural,Married,136.0,35.0,93.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,57.712985,Sports Car,Medsize,Employed,66429
YS74016,California,Yes,Basic,Bachelor,2/19/2011,M,Suburban,Married,101.0,1.0,83.0,4.0,1.0,Personal Auto,Personal L2,Offer1,Agent,960.115399,SUV,Large,Unemployed,0
PU33703,California,No,Basic,College,2/17/2011,F,Suburban,Married,61.0,5.0,84.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,292.8,Four-Door Car,Small,Employed,43721
PJ59176,California,No,Basic,High School or Below,2/6/2011,M,Rural,Married,109.0,35.0,3.0,0.0,6.0,Personal Auto,Personal L3,Offer1,Call Center,39.49793,SUV,Medsize,Employed,51209
ML68781,California,No,Basic,College,1/21/2011,F,Urban,Married,65.0,18.0,83.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,255.210049,Four-Door Car,Medsize,Employed,84498
JI93499,California,No,Basic,High School or Below,1/17/2011,M,Suburban,Married,65.0,30.0,5.0,1.0,2.0,Corporate Auto,Corporate L1,Offer3,Agent,312.0,Four-Door Car,Medsize,Unemployed,0
NY90858,California,No,Extended,College,2/24/2011,M,Urban,Married,85.0,0.0,85.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,378.75258,Four-Door Car,Medsize,Employed,59034
IZ76711,California,No,Extended,Bachelor,2/8/2011,F,Suburban,Married,135.0,26.0,38.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Branch,773.690268,Sports Car,Medsize,Unemployed,0
BT78461,California,No,Basic,College,1/31/2011,F,Urban,Married,70.0,1.0,28.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Agent,307.89535,Four-Door Car,Medsize,Employed,96399
PS68884,California,Yes,Basic,College,2/12/2011,M,Suburban,Married,118.0,31.0,83.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,Medsize,Employed,58089
EY71439,California,No,Basic,High School or Below,1/10/2011,M,Suburban,Single,103.0,29.0,58.0,0.0,3.0,Corporate Auto,Corporate L2,Offer3,Call Center,741.6,Sports Car,Small,Unemployed,0
TO84268,California,No,Premium,Master,,M,Urban,Married,113.0,21.0,16.0,0.0,4.0,Personal Auto,Personal L2,Offer3,Agent,327.723713,Four-Door Car,Medsize,Employed,60964
